#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
Succinate--CoA ligase [ADP-forming] subunit beta	68.4755593	112.3503101	168.3102407	159.3090745	126.2447697	123.7493182	124.5037395	104.133861	106.5413365	143.7536725	131.9203085	128.2749721	160.917575	149.4841037	93.1025881	150.6675291	167.969154	83.7680707	107.7425687	89.3566563	92.3052961	115.4869547	128.7885488	141.2091354	108.4856299	107.311306	107.0480213	110.633114	95.0732507	176.0533946	172.8282879	159.7966504	141.9178262	164.9516953	90.1900166
IMPACT family member YigZ	227.4788916	144.3298709	86.2927343	91.9824264	118.6678064	126.1166594	140.2525793	116.369187	154.2142921	73.1723591	89.03261577	113.35789388	110.6061805	111.03031376	136.4510695	82.5402069	96.2850908	154.0976577	98.5719694	171.7002968	87.4844628	148.86769621	110.5931409	117.8931146	89.1690933	114.5446357	115.191241	108.2207124	114.1577243	50.14617439	108.4973806	64.7696509	70.4845003	102.0240357	59.62798613
Malto-oligosyltrehalose trehalohydrolase	3.8038558	18.230843	15.215536	8.172447	3.634143	4.411795	21.979987	19.1705006	18.357243	20.9141805	40.524947	18.2524814	42.194558	38.6838384	10.378195	22.095847	43.661083	4.297346	28.1093091	5.449462	27.485801	4.0887503	24.185838	44.9409366	29.636526	31.780071	37.175421	42.9960686	34.206331	51.968099	60.029297	42.2045455	37.506921	54.460785	28.62788
Arylsulfate sulfotransferase AssT	0.611646	0.1277606	2.17086	3.10248	3.17604	3.29702	0.27926	0.260294	0.1401462	0.54153	0.292592	0.943964	1.829576	0.0	0.0	0.0	0.0	3.02148	0.0	3.23236	0.1290826	1.289974	0.215308	0.391302	0.0	0.0	0.0	0.0	0.0	0.901468	0.0	0.610554	0.0	0.0	0.1393818
putative 3-ketosteroid-9-alpha-monooxygenase%2C oxygenase component	0.941703	0.198487	0.0	0.0	0.428136	0.0	0.425249	0.396404	0.0	0.210272	0.0	0.243169	0.0	0.0	0.0	0.186664	0.248839	0.709775	0.0	0.476466	0.201224	0.981909	0.497907	0.201393	1.07073	0.0	0.0	0.200653	0.527697	0.398019	0.200619	0.316935	0.434564	0.0	2.14836
D-xylose 1-dehydrogenase	2.61242	4.36366	0.0	0.0	0.0	2.24414	0.0	0.0	6.54111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58592	0.0	0.0	1.86977	0.0	1.40519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermitase	8.690385	2.079128	1.589714	2.074667	2.346269	1.877935	1.423052	1.7298543	2.461183	2.479487	1.606012	1.244973	2.449884	1.278256	0.406683	4.642986	3.30966	1.35141	1.032873	1.805213	0.941658	1.206816	2.670951	2.059109	6.1034264	7.72322	2.0746025	2.792682	4.28092	6.325353	2.775536	4.840551	2.8903363	3.63276	0.830844
Mesaconyl-CoA hydratase	272.4247906	264.6763286	214.8030281	200.7424111	227.6109036	218.8776513	275.2391237	259.6429502	262.8977016	192.6461594	269.23268279	239.25913418	197.6495321	219.97910266	269.4978282	208.1475799	173.72235	237.8765517	186.1590406	256.806424	173.1220964	209.97135542	204.3925043	216.1484372	192.8597812	252.721906	206.3317185	295.3746457	257.0558989	135.74735339	182.9984557	123.7003703	185.4474896	159.4018099	229.42758343
putative peptidyl-prolyl cis-trans isomerase	47.899442	131.635253	156.965707	169.3597072	138.5223376	123.9547664	168.47011	121.822194	128.42895	180.7273787	158.720039	148.2362042	197.7749022	150.9306701	121.215218	142.1463463	164.712781	69.315372	99.8830865	65.6524782	75.034756	65.1996684	123.8697282	157.3431053	106.1656861	89.71493	74.774531	97.681344	99.3061235	156.0276551	141.867787	172.4333924	131.541288	157.4398461	103.4334797
Proofreading thioesterase EntH	3.888589	14.579244	18.677205	4.78497	4.641635	8.07639	20.071178	19.395759	10.38918	20.410727	15.329328	30.36297	15.090356	22.308062	9.597166	7.287298	16.525396	7.107473	14.303306	7.618618	13.50759	5.5841333	10.184123	19.17061	9.43499	13.31512	11.397665	18.610629	22.824793	20.5057514	7.393971	3.733481	14.874514	18.491802	39.910665
Xanthan lyase	8.283971	16.818966	1.048506	13.175434	7.939755	4.078289	2.482676	6.820001	13.603215	5.51243	2.450121	13.989622	18.690771	11.069112	3.032489	2.299095	1.971308	5.861058	3.682213	3.851835	1.30674	6.861495	11.455821	6.092297	3.351676	2.211804	0.547026	1.787206	9.1443	0.148432	0.298692	0.8962672	4.155285	0.297178	5.187055
Dimethyl-sulfide monooxygenase	25.8776937	24.5059384	13.2754677	11.4740322	23.298385	23.6347995	24.994038	25.9830478	27.0790537	16.5220176	13.3443929	15.172654	21.4227276	13.9791432	42.0787976	17.9831691	16.530719	30.5439562	26.5019627	30.5605977	21.5253774	65.311441	16.1788321	13.470836	20.2271187	39.4420065	35.9045901	22.5590169	28.6060918	7.3242	11.2646943	9.021542	9.663288	14.8396433	8.736717
putative propionyl-CoA carboxylase beta chain 5	76.8829625	103.1521766	77.4640849	63.2764282	77.6752663	77.4358716	88.8574176	89.10996	114.0810536	76.0463756	95.0209666	94.9933	77.8566849	79.4394236	96.5653308	76.9331603	69.1737017	87.286018	63.3650649	123.9327676	64.2918396	72.1753704	73.3321607	86.1771333	68.8319993	58.3644542	75.70393	124.0106151	91.2479764	51.5658646	57.8164645	40.0054634	62.175208	50.6045645	74.8799029
NAD(P)H-quinone oxidoreductase subunit 3%2C chloroplastic	6.35096	1.39369	2.03983	6.49711	3.09772	3.5509	0.0	1.2645	0.0	2.6561	3.8431	0.0	1.26289	0.0	1.70358	3.71474	2.98461	0.0	3.90976	0.0	1.48944	6.0334	4.54022	1.40305	4.05052	3.31066	2.33527	14.378	3.58929	1.49418	0.0	0.0	1.65998	2.49824	0.0
Phosphate-import ATP-binding protein PhnC	192.1213669	242.19942	181.9578689	186.1377822	190.1514413	196.4320178	233.617274	229.1371966	248.5162329	174.136739	170.8837895	206.1146281	174.5936158	177.0623211	254.5123428	145.0461233	142.4147155	219.6528249	194.7206521	226.9577368	204.0085733	195.1529917	168.7779669	181.506951	170.1154908	180.0989046	186.5731764	212.0145477	214.6322133	120.0537775	149.7091429	119.4344986	139.1934953	116.0908748	189.1873166
Arginine exporter protein ArgO	0.431832	0.13513	0.191338	0.219121	0.486992	0.612919	0.345575	0.184057	0.395612	0.0	0.173126	0.0555073	0.344581	0.075283	0.585591	0.0	0.22853	1.33008	1.85645	0.108591	2.19262	10.3435	0.269672	0.138925	0.439732	0.401228	0.382877	0.182425	0.161502	0.0	0.182762	0.0	0.0	0.42317	0.0493504
Soluble cytochrome b558	3.60127	8.10075	4.03268	3.99279	3.7037	2.898386	4.56049	4.02479	7.35168	10.53118	9.68034	8.94884	10.74201	11.53655	3.93433	10.09626	13.20961	2.315076	2.806419	2.975803	2.260433	1.815136	9.37846	7.39901	4.21761	2.364537	3.022484	3.7341	3.048984	2.75213	5.0633	5.32996	11.23159	3.90375	6.16193
Pca operon regulatory protein	2.618461	6.447804	3.601163	2.913344	3.852803	4.024838	2.332305	3.051217	4.710007	4.484301	4.0293456	3.003093	0.927968	1.7372048	9.056135	0.5862744	0.433982	4.657083	1.746942	3.234112	0.701808	11.687299	2.541095	0.8212328	0.5124647	0.2399454	1.223263	0.6619103	0.3762598	0.1812467	0.6160676	0.6120941	0.347846	0.5402422	1.443896
putative transcriptional regulatory protein/MSMEI_2866	0.272094	1.82635	0.872029	0.984393	0.700677	2.964941	1.13476	2.88231	1.73965	1.30535	0.726569	0.366865	1.47671	1.871198	0.263266	3.19501	5.00432	0.713436	0.846156	3.57374	0.685684	0.783638	3.63729	2.95228	1.75775	3.89689	0.515957	0.602268	3.55708	7.62849	4.59395	9.7447	2.67742	1.68859	0.197551
Putative acetyl-CoA C-acetyltransferase YhfS	0.0	0.470787	0.12499	0.0955564	0.0954612	0.0723415	1.13139	1.35581	0.517223	0.592453	0.315916	2.50342	1.97226	0.984401	0.728044	0.478428	0.560492	0.381948	0.0757739	0.0	0.0304918	0.209061	2.18616	1.83534	0.28644	0.157434	0.304056	0.208577	0.396089	0.118799	0.208244	0.187373	0.223154	0.0553268	1.09364
Tyrosinase	1.000274	2.197841	1.518777	2.708548	1.771223	1.10061	1.669374	1.102947	1.874558	2.771586	2.212191	1.99523	1.993689	2.661948	1.918193	3.399958	0.898447	2.089623	1.552766	1.541103	1.486792	1.7802785	2.138293	2.417984	1.58933	1.875031	0.769728	0.905905	1.594232	0.343039	1.71957	1.975806	20.454484	1.642407	5.68231
DNA-binding protein HU 1	3.232568	3.438236	13.295092	13.10987	12.963346	11.105755	4.880229	4.5666642	4.7485891	10.727476	1.4385945	13.4757966	14.282433	11.495523	5.511824	11.7713331	7.348017	5.440295	4.2145223	7.352973	3.8654775	5.723331	14.022462	16.227008	3.452193	3.2348094	9.855357	5.551686	2.1760968	14.974926	6.334651	10.084533	5.0418191	7.1526378	3.4850442
Protein ApaG	27.10938	47.329465	55.282908	44.485793	52.829993	32.416199	37.06814	45.045353	38.591599	95.901655	115.140564	56.3952411	81.511597	100.0482442	54.275073	113.686779	111.556662	40.711331	44.238997	24.953301	50.317201	50.394649	54.781286	86.567571	74.028169	79.343419	62.432892	53.014569	51.235912	127.073613	106.323638	134.295403	69.913764	108.676552	58.9369832
5-dehydro-4-deoxyglucarate dehydratase	0.187008	2.0392409	0.633701	1.462289	1.655317	1.380165	1.414661	1.018935	3.6916175	1.589613	2.572867	13.567096	0.762177	2.086191	1.796384	3.242515	1.703066	1.112719	2.560789	0.747963	1.2838216	1.469947	3.090384	1.747103	1.368217	10.179476	2.553889	1.432885	0.5109877	1.953137	0.932346	2.66736	2.190529	1.689811	1.076132
putative 2%2C4-dienoyl-CoA reductase	124.0327123	127.9610849	130.0676744	131.9550723	143.7725998	152.865232	155.4429138	177.3804679	122.8553792	133.3427416	144.5650281	152.945752	158.5451463	181.7936962	129.5212699	158.8162335	145.588305	117.9186281	126.2864478	125.1846109	138.2618645	148.3012077	138.0683009	171.0369389	127.4327535	129.8397256	137.3477848	170.0735877	136.5857054	188.3045751	150.9510166	141.2617949	150.579069	133.6300109	186.1917073
dTDP-3-amino-3%2C4%2C6-trideoxy-alpha-D-glucose transaminase	120.6804095	160.3919926	142.2867368	168.2273002	137.6082682	137.566388	171.5590269	153.507203	168.5080802	112.2439469	106.3570965	149.4056647	128.1284514	130.79210562	154.1577127	82.5417523	109.1101253	142.53753	112.7350542	159.5686201	100.635251	148.8344846	131.1589427	136.5695327	93.001543	53.7472497	92.8035383	93.5519192	95.8701418	92.8241892	85.1177166	69.9560853	82.5394089	75.0233159	78.2221472
Fe(3+) ions import ATP-binding protein FbpC	0.0	0.0850336	2.072932	0.0	0.0459695	0.0522586	0.0	0.0435438	0.0	0.360442	11.1318	0.0	0.243994	0.106605	1.8040429	0.324894	1.824246	1.78929	0.0730851	3.3881436	0.0	1.2984628	1.264279	0.0	0.3207494	11.23779	0.627033	1.5049885	6.77264	0.0194188	1.609911	1.741534	0.322706	0.2246548	0.0
Molybdate-binding periplasmic protein	9.80431	24.0343341	33.638498	60.2967177	31.5873	26.0681341	24.6708	14.1227	21.128218	18.478411	10.1842482	33.7992	37.011566	25.0707015	6.02545	31.94753	27.328921	7.6008998	16.272525	14.805601	10.8025747	2.51269	27.721527	36.084901	7.874283	5.313326	6.906034	14.794311	8.739397	12.918108	12.35819	15.924506	22.636072	19.845977	10.9215
Elongation factor P hydroxylase	0.0	0.0	0.209138	0.0798061	0.0532259	0.0	0.0539264	0.0	0.108084	0.104344	0.075315	0.0	0.18825	0.0822676	0.0	5.63948	2.15071	0.0	0.46577	0.0	0.0994493	0.0	0.373683	0.0	0.319425	1.1399	0.203398	0.0996933	1.76471	0.546212	3.43451	0.235221	6.30185	0.832403	0.268792
Acyl-CoA dehydrogenase	1423.83185495	778.4569866	798.565694006	882.4862675	926.546488306	921.265515506	866.120116	828.812231651	742.405427888	634.431900566	734.19051669	792.995804243	697.65303893	734.919859509	863.08557922	675.4957541	594.357106422	996.362433434	690.938043492	1097.06263051	652.3677926	927.2782165	839.1136006	798.3648824	568.187233983	675.135609	637.011686413	721.893426824	686.896146811	480.967767129	542.6271398	511.602748827	546.7802106	531.6839411	569.428606
Tagatose 1%2C6-diphosphate aldolase 2	10.77	11.0327	16.9241	22.6846	21.4227	13.7674	5.32979	6.25627	11.4358	9.54524	6.49371	17.1301	12.8567	10.523	11.3046	6.58066	6.92335	14.0151	9.77293	22.962	9.06112	10.5369	18.0041	11.5751	2.57957	4.05495	0.567761	2.41685	3.91508	4.98064	5.94743	7.92535	4.82661	5.25962	7.56937
Dihydrofolate reductase	90.832721	131.2611815	92.378096	87.2230124	111.7822143	91.0429678	113.015682	128.480743	139.3204801	97.9643784	115.3384862	85.294813	109.2954674	80.5640368	119.666241	109.966843	102.9848207	76.5208976	84.445562	81.7533694	68.3219536	137.7807105	71.5185759	78.0448272	106.0659342	170.0734149	149.396318	128.0301746	142.9165481	91.601713	110.6348581	67.9384501	100.7091347	111.5847938	86.4427081126
All-trans-phytoene synthase/15-cis-phytoene synthase	0.0455556	14.241842	0.6099447	0.38522	1.6490595	0.3168152	5.7732289	7.137952	15.440974	5.403788	8.48029	4.1010742	3.930495	2.176062	12.696069	6.136663	8.748434	2.42524	1.060746	3.5936763	0.795758	2.8916356	7.7250072	3.517676	0.616054	2.9682	3.461099	0.9209256	3.891236	6.2749791	2.472249	3.370832	0.553323	4.673683	4.672608
Gamma-aminobutyraldehyde dehydrogenase	0.555561	0.0	0.502647	0.560463	0.763741	1.73985	0.0	0.0	0.384378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2813	0.629022	2.12097	0.0	0.68637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
putative protease SohB	1.1521261	1.8735975	3.079832	0.787653	3.1236215	1.982156	2.1095796	1.808482	1.604209	0.8140932	2.035633	0.409373	2.140154	1.8245093	1.453326	8.900959	2.9485288	1.7599287	2.972525	0.3004452	3.131968	4.3627752	0.6230127	0.993605	1.397224	2.7785613	3.5845031	1.87659	5.628722	0.979479	4.497468	0.2504576	7.4219238	3.047181	1.770427
Phosphatidyl-myo-inositol mannosyltransferase	218.8044188	164.5676979	154.6962746	162.5596907	153.8243887	153.8438135	156.3465726	166.487586	149.3058996	126.4352937	139.1611688	134.7708256	132.5524365	126.8084803	150.9158334	109.7316552	124.147127	192.5387502	110.6891548	211.144664	115.3820492	169.28571161	190.252121	135.0052187	133.4818317	102.5164806	130.5597338	105.6745303	136.2893284	75.3570871	125.1790478	96.53198	140.4080911	125.0934366	125.70069
HTH-type transcriptional repressor YtrA	11.644675	37.774576	46.104155	68.3940226	45.760017	38.324453	38.741844	27.567632	37.900032	31.2167407	25.0744137	45.629442	57.219537	35.6963344	18.015668	36.414923	49.08324	18.058995	38.300616	23.871075	31.151269	13.650381	38.569893	44.9906706	18.9350094	14.6557071	19.676371	33.265932	18.1232298	36.7965198	44.657782	39.0222567	27.713873	49.788606	22.7155123
D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	47.8903039	95.3007279	75.6018782	49.674853	64.7820576	75.4788152	66.2806674	69.5825461	95.3488239	76.363227	73.5576823	84.8343472	91.3517127	88.9991552	66.3521197	83.3479062	86.857108	44.770323	46.7071897	48.9213372	39.173448	63.98249299	61.2026653	89.3507419	97.1632262	72.1271679	99.5985118	106.6834034	107.9042341	59.90800481	85.55658075	49.325784	87.1392313	75.8827517	71.5991809
NADH-quinone oxidoreductase subunit 11	343.7334037	331.319002	306.0270231	340.3095429	310.4323604	322.9285325	363.072511	348.0060283	357.2853209	317.2076004	382.19488	363.4141368	390.1302622	346.7346815	383.4514936	364.8901339	300.5178752	355.8303902	314.2534724	336.0394397	326.9185392	309.5053209	341.239229	341.1204122	283.3703367	234.5755478	287.6492113	296.0677188	292.2246062	300.95567	294.3337286	300.9309997	318.5377626	279.199293	275.9623345
L-ribulose-5-phosphate 4-epimerase	0.928674	1.49838	0.23574	0.134536	0.359778	0.409103	0.0907131	0.084553	1.91592	0.0	0.0633834	0.102432	0.238015	0.138839	0.215552	0.0791888	0.105278	0.394184	0.93375	0.501173	0.841458	1.96935	0.210195	0.0849094	0.359868	0.1479	1.2885	0.674005	0.0	0.0	0.0	0.0	0.0	0.156133	0.0
tRNA 2-selenouridine synthase	5.27056	24.034	31.5114	62.1882	34.7874	27.0312	26.13	14.6148	20.8457	14.6158	12.032279	36.227	43.5911	25.4176	5.39327	25.547414	29.76256	9.03175	20.0466	16.2821	12.1901	3.07145	30.8468	36.5387	7.68022	5.11121	2.919821	15.182751	7.24677	18.25354	7.985696	17.4189	8.599803	21.75976	10.045624
NADH-quinone oxidoreductase subunit 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185912	10.0989	0.236816	0.0	5.15328	0.0	0.0	1.55053	0.0	0.161597	0.0
Cytochrome b6-f complex iron-sulfur subunit 1	21.15812	18.775362	27.067181	24.36475	23.062657	38.491946	25.79379	19.220607	20.922643	25.396477	25.014567	46.677581	24.101749	34.614769	17.379804	28.839358	18.227678	27.46854	30.630385	42.677196	29.50369	18.168145	51.459902	34.734361	22.167046	18.181719	19.89269	16.10984	14.65944	23.60297	14.051269	13.549556	27.127719	16.018392	24.896038
Modification methylase TaqI	55.165225	16.4270578	15.0026117	15.404619	11.03867	15.754316	5.4258994	5.0315874	19.4193762	1.895289	0.2530351	2.609161	5.061976	3.837293	11.539386	1.853643	1.488564	13.800396	11.4218062	16.036562	25.739256	10.682293	6.074907	3.5052403	2.158083	6.978838	2.294569	3.980076	2.173609	0.6544441	2.379047	0.814234	1.539698	1.30633	2.040582
Phytoene desaturase (neurosporene-forming)	16.5440362	39.6051429	47.6126039	77.934911	50.2697682	40.485366	42.518939	32.21965	38.3659425	32.451237	29.3251144	61.955759	52.4548263	36.875993	23.1656187	41.505017	51.976975	17.321334	29.675077	25.862466	25.4001743	10.7237094	47.5987997	46.4180506	20.977657	34.585048	23.520409	32.071441	35.3141677	34.2341164	38.040174	45.78933	30.798175	47.333751	16.511449
putative zinc protease	143.502466	252.5112271	435.935713	545.688184	402.8411817	342.9559378	265.4296178	199.860556	236.3210344	312.6193489	250.520295	309.4609739	427.683263	355.2722542	158.6056522	349.886443	392.7188963	195.345722	213.9082652	229.147422	198.578344	190.1467693	316.632647	352.386228	194.7441321	192.7562608	143.996578	200.3264714	192.3771159	308.5749728	309.07931	354.326487	268.396797	320.0165977	200.177613
Glucokinase	307.4011291	315.6873698	334.5688934	439.6621548	347.7393703	311.124347	316.1339224	275.1816693	304.292216	320.4365914	314.7364046	370.1582078	383.9415875	346.4886597	242.4346941	327.5138537	336.6486079	283.1513278	251.4415389	313.395029	218.0979388	243.927951	321.3921947	412.2762679	264.0558986	239.2414089	236.046077	298.55837997	255.0631882	266.51556686	287.3570081	307.1463868	256.5836207	313.7229105	255.7261531
Sensor protein TorS	0.199562	0.45784	0.825086	0.27005	0.462398	0.358113	0.59334	0.444635	0.365618	0.882138	2.86986	0.102596	0.796254	0.417466	0.162393	1.41681	0.844908	0.415703	0.357703	1.10387	0.462319	0.337342	0.526747	0.638044	0.585156	0.334095	0.816934	0.547865	0.85832	1.62239	2.23027	0.596485	0.767175	3.91089	0.136403
Allophycocyanin subunit alpha-B	7.0894	22.4004	31.5808	57.2154	33.2107	26.316	23.2808	14.925	19.7443	18.4019	10.007946	34.5168	33.8033	23.0252	5.63118	23.52007	30.54115	6.99801	16.342	13.8214	11.0017	2.48463	27.3245	32.4361	7.304229	14.8452	3.651232	12.333216	14.252612	22.11583	10.330714	17.2799	8.204248	25.732169	11.0819
RNA polymerase sigma-B factor	8.2315	25.3788	35.413	64.5322	33.699	28.4576	23.9028	14.5099	18.9066	18.8729	11.0892	36.8942	31.9037	26.7694	5.37156	23.156	27.5257	7.54243	19.5264	17.6642	11.197	2.55141	30.2783	32.9332	6.78145	3.19533	2.38025	12.0479	6.26483	13.3804	11.9418	14.12	5.92185	16.9561	13.2677
Cyclomaltodextrin glucanotransferase	1.4344778	11.3728937	1.9517295	0.2456276	1.9830367	1.5595581	6.588646	7.4378567	12.939124	2.300106	6.734242	7.1631722	6.0064362	4.018662	9.417202	3.538236	11.094584	7.537556	0.771985	1.561776	1.9245656	1.977085	2.7411225	6.5844576	7.801126	6.9903624	10.4982045	8.183574	11.90483	7.83544	7.0615515	3.7458826	3.718845	7.209691	1.3967766
RCS-specific HTH-type transcriptional activator RclR	1.111741	4.048545	0.507775	0.434438	0.968585	0.991279	2.84772	7.56518	1.41745	13.77998	16.923526	1.34877	4.74409	17.11386	3.19452	10.29421	53.18509	3.113001	4.54049	0.647589	4.511014	1.17836	0.760553	9.46557	41.38556	8.478567	9.228854	24.28745	28.967584	31.200522	34.713833	35.28107	52.056557	67.70173	31.35811
FO synthase	536.2003055	519.0992024	354.6747504	423.4474783	401.5872473	401.6692777	425.2428336	387.802086	496.5741576	300.0805801	327.5344352	438.7270127	379.0354987	351.5375785	444.0328758	363.9556317	335.9226859	490.086603	341.0837837	531.7015473	317.567104051	401.8130424	402.4185637	391.2865128	321.2584715	334.055958	339.1072595	372.5944925	386.4087418	208.8129174	275.5559378	237.1383245	261.7937252	262.7029082	254.5623648
Succinylglutamate desuccinylase	196.9337467	88.9635199	48.98965	66.406512	72.1710012	64.1637331	73.82701631	68.628461	77.8963719	37.8392745	33.0733357	67.6523303	42.843682	53.8519255	65.51931282	34.0855124	37.8505366	79.8212345	36.3679079	100.931906	39.0346755	85.7190965	96.093735	56.11399853	25.4131753	41.4100431	31.221615	45.4074504	40.439406	20.2557563	27.7878582	28.91862588	30.2034442	26.9461332	19.9513912
